Trip_Type,Destination_Climate,Trip_Duration,Gender,Planned_Activity,Travel_Type,Accommodation_Type,Essential_Item_Categories
Business,Cold,20,Female,Meetings,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,18,Other,Skiing,Car,Hotel,"Outdoor Gear, Clothes"
Adventure,Cold,16,Female,Shopping,Car,Tent,"Outdoor Gear, Clothes"
Business,Rainy,11,Female,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,4,Female,Shopping,Train,Airbnb,"Clothes, Gadgets"
Adventure,Rainy,19,Other,Swimming,Flight,Airbnb,"Toiletries, Clothes, Gadgets"
Vacation,Cold,19,Male,Swimming,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,6,Other,Sightseeing,Bus,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,4,Male,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,5,Female,Meetings,Flight,Hotel,"Documents, Clothes, Gadgets"
Business,Rainy,17,Male,Skiing,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Hot,20,Female,Shopping,Car,Hotel,"Clothes, Toiletries"
Vacation,Cold,7,Other,Meetings,Train,Hotel,"Documents, Outdoor Gear, Clothes"
Business,Hot,11,Male,Sightseeing,Car,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,3,Other,Meetings,Car,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,2,Other,Skiing,Flight,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,3,Female,Skiing,Train,Tent,"Outdoor Gear, Clothes"
Business,Cold,7,Female,Hiking,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,5,Other,Meetings,Train,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,9,Other,Meetings,Bus,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Hot,1,Other,Shopping,Bus,Hostel,"Clothes, Toiletries"
Vacation,Hot,2,Male,Shopping,Car,Hostel,"Clothes, Toiletries"
Vacation,Hot,6,Male,Sightseeing,Flight,Airbnb,"Clothes, Toiletries"
Business,Cold,11,Male,Skiing,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,21,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes"
Vacation,Rainy,18,Other,Hiking,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,13,Male,Swimming,Flight,Hostel,"Toiletries, Clothes, Gadgets"
Business,Hot,21,Female,Skiing,Bus,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,1,Other,Hiking,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,15,Other,Swimming,Bus,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Cold,10,Other,Hiking,Bus,Hostel,"Outdoor Gear, Clothes"
Vacation,Hot,6,Female,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,6,Male,Meetings,Bus,Hotel,"Documents, Clothes, Toiletries"
Business,Rainy,7,Male,Shopping,Train,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,21,Male,Hiking,Bus,Hotel,"Outdoor Gear, Clothes, Gadgets"
Business,Hot,6,Female,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,8,Female,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Business,Rainy,6,Female,Hiking,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Cold,1,Male,Skiing,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,4,Female,Hiking,Car,Airbnb,"Outdoor Gear, Clothes"
Business,Hot,17,Female,Meetings,Flight,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,13,Male,Hiking,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Cold,2,Female,Shopping,Flight,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,21,Male,Shopping,Train,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,19,Male,Swimming,Train,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,16,Other,Sightseeing,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,2,Female,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,5,Male,Meetings,Bus,Hotel,"Documents, Outdoor Gear, Clothes"
Business,Rainy,3,Other,Hiking,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Hot,15,Male,Swimming,Car,Tent,"Clothes, Toiletries"
Adventure,Rainy,16,Male,Swimming,Car,Tent,"Toiletries, Clothes, Gadgets"
Adventure,Hot,5,Other,Shopping,Car,Hostel,"Clothes, Toiletries"
Adventure,Rainy,6,Female,Swimming,Bus,Hostel,"Toiletries, Clothes, Gadgets"
Vacation,Rainy,2,Other,Meetings,Bus,Hostel,"Documents, Clothes, Gadgets"
Adventure,Cold,6,Male,Meetings,Bus,Hostel,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,5,Other,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,19,Female,Meetings,Bus,Hostel,"Documents, Clothes, Gadgets"
Vacation,Hot,9,Other,Meetings,Bus,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Cold,14,Other,Swimming,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,21,Other,Shopping,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Rainy,6,Male,Meetings,Train,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,7,Female,Sightseeing,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,18,Male,Skiing,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,20,Male,Sightseeing,Car,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,19,Female,Sightseeing,Flight,Hostel,"Clothes, Gadgets"
Adventure,Rainy,5,Male,Meetings,Car,Hostel,"Documents, Clothes, Gadgets"
Vacation,Hot,4,Female,Sightseeing,Train,Hotel,"Clothes, Toiletries"
Vacation,Hot,12,Female,Skiing,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,8,Other,Sightseeing,Train,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,7,Female,Skiing,Car,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,19,Male,Skiing,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Rainy,5,Female,Shopping,Flight,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,8,Male,Meetings,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,13,Other,Skiing,Flight,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,6,Other,Shopping,Train,Hotel,"Clothes, Gadgets"
Adventure,Rainy,11,Female,Swimming,Car,Tent,"Toiletries, Clothes, Gadgets"
Adventure,Cold,19,Male,Swimming,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,8,Other,Swimming,Bus,Hotel,"Clothes, Toiletries"
Business,Cold,18,Other,Hiking,Car,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,3,Male,Swimming,Train,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,14,Other,Swimming,Train,Hotel,"Toiletries, Clothes, Gadgets"
Adventure,Cold,14,Other,Skiing,Car,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,5,Male,Sightseeing,Flight,Hotel,"Outdoor Gear, Clothes"
Vacation,Cold,19,Female,Swimming,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,13,Other,Sightseeing,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,3,Male,Skiing,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,13,Female,Sightseeing,Bus,Hostel,"Clothes, Toiletries"
Adventure,Hot,14,Male,Sightseeing,Flight,Hotel,"Clothes, Toiletries"
Business,Rainy,18,Other,Shopping,Flight,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Hot,20,Female,Swimming,Car,Hotel,"Clothes, Toiletries"
Business,Hot,19,Other,Swimming,Train,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,1,Other,Swimming,Bus,Airbnb,"Clothes, Toiletries"
Adventure,Cold,17,Male,Skiing,Car,Hotel,"Outdoor Gear, Clothes"
Business,Cold,21,Male,Meetings,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,11,Other,Shopping,Train,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,20,Female,Meetings,Bus,Hostel,"Documents, Outdoor Gear, Clothes"
Vacation,Rainy,13,Other,Sightseeing,Car,Tent,"Clothes, Gadgets"
Vacation,Cold,6,Other,Meetings,Flight,Hostel,"Documents, Outdoor Gear, Clothes"
Business,Cold,5,Female,Shopping,Car,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,18,Female,Sightseeing,Train,Airbnb,"Clothes, Gadgets"
Adventure,Cold,14,Male,Hiking,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Rainy,8,Female,Meetings,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,14,Other,Meetings,Car,Hotel,"Documents, Clothes, Gadgets"
Adventure,Cold,16,Other,Skiing,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Hot,8,Other,Sightseeing,Train,Tent,"Clothes, Toiletries"
Adventure,Hot,17,Female,Shopping,Bus,Tent,"Clothes, Toiletries"
Adventure,Hot,1,Female,Sightseeing,Bus,Hostel,"Clothes, Toiletries"
Vacation,Hot,10,Other,Meetings,Flight,Hostel,"Documents, Clothes, Toiletries"
Business,Hot,20,Other,Hiking,Flight,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,7,Female,Shopping,Bus,Tent,"Clothes, Gadgets"
Vacation,Rainy,4,Female,Swimming,Bus,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Rainy,9,Other,Skiing,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Hot,6,Other,Swimming,Bus,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Hot,14,Male,Swimming,Train,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,18,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,19,Other,Sightseeing,Car,Tent,"Clothes, Gadgets"
Adventure,Hot,14,Male,Shopping,Flight,Hostel,"Clothes, Toiletries"
Business,Hot,3,Male,Skiing,Flight,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,13,Other,Sightseeing,Car,Tent,"Clothes, Gadgets"
Vacation,Rainy,12,Female,Shopping,Flight,Hotel,"Clothes, Gadgets"
Adventure,Hot,5,Female,Sightseeing,Car,Hotel,"Clothes, Toiletries"
Business,Rainy,8,Other,Swimming,Train,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Cold,18,Other,Hiking,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Rainy,21,Female,Hiking,Car,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,13,Male,Shopping,Flight,Hotel,"Clothes, Toiletries"
Business,Hot,20,Male,Shopping,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Cold,13,Female,Shopping,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Hot,7,Female,Skiing,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,7,Male,Skiing,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Rainy,11,Male,Sightseeing,Flight,Hotel,"Clothes, Gadgets"
Vacation,Hot,6,Female,Shopping,Train,Tent,"Clothes, Toiletries"
Business,Hot,19,Male,Swimming,Car,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,2,Female,Sightseeing,Flight,Tent,"Clothes, Toiletries"
Vacation,Cold,8,Female,Sightseeing,Train,Tent,"Outdoor Gear, Clothes"
Adventure,Cold,17,Male,Shopping,Train,Tent,"Outdoor Gear, Clothes"
Business,Rainy,21,Male,Skiing,Train,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,3,Female,Swimming,Flight,Tent,"Clothes, Toiletries"
Vacation,Hot,21,Other,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,13,Female,Hiking,Flight,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Hot,11,Male,Skiing,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,13,Other,Swimming,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,9,Male,Meetings,Flight,Tent,"Documents, Outdoor Gear, Clothes"
Business,Cold,16,Male,Meetings,Bus,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,16,Other,Sightseeing,Flight,Airbnb,"Outdoor Gear, Clothes"
Vacation,Rainy,7,Male,Hiking,Flight,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,18,Male,Sightseeing,Flight,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,14,Female,Swimming,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,15,Other,Hiking,Train,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,7,Other,Meetings,Bus,Hotel,"Documents, Clothes, Toiletries"
Business,Cold,13,Male,Shopping,Car,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,6,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,20,Male,Meetings,Bus,Airbnb,"Documents, Clothes, Toiletries"
Vacation,Hot,14,Female,Shopping,Car,Tent,"Clothes, Toiletries"
Adventure,Cold,2,Male,Swimming,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,13,Male,Hiking,Bus,Hotel,"Outdoor Gear, Clothes"
Business,Cold,18,Other,Sightseeing,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,19,Female,Swimming,Flight,Hostel,"Clothes, Toiletries"
Adventure,Cold,4,Female,Meetings,Bus,Airbnb,"Documents, Outdoor Gear, Clothes"
Business,Cold,21,Other,Sightseeing,Train,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,18,Other,Swimming,Train,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,21,Male,Swimming,Train,Hostel,"Clothes, Toiletries"
Business,Rainy,6,Other,Meetings,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,19,Female,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Cold,1,Male,Sightseeing,Bus,Airbnb,"Outdoor Gear, Clothes"
Vacation,Rainy,2,Female,Shopping,Car,Tent,"Clothes, Gadgets"
Adventure,Cold,6,Male,Sightseeing,Flight,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,15,Other,Hiking,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Rainy,5,Male,Swimming,Car,Tent,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Cold,21,Female,Sightseeing,Flight,Airbnb,"Outdoor Gear, Clothes"
Business,Rainy,2,Female,Hiking,Train,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Hot,2,Female,Sightseeing,Bus,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,8,Other,Meetings,Bus,Airbnb,"Documents, Clothes, Gadgets"
Vacation,Hot,10,Female,Sightseeing,Bus,Tent,"Clothes, Toiletries"
Vacation,Hot,19,Male,Meetings,Flight,Tent,"Documents, Clothes, Toiletries"
Adventure,Hot,1,Other,Swimming,Flight,Tent,"Clothes, Toiletries"
Adventure,Rainy,5,Male,Skiing,Train,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,19,Male,Swimming,Flight,Tent,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Cold,1,Other,Swimming,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,15,Male,Skiing,Car,Hotel,"Outdoor Gear, Clothes"
Business,Cold,14,Female,Hiking,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,6,Female,Hiking,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Hot,11,Female,Sightseeing,Flight,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Cold,17,Female,Swimming,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,20,Other,Shopping,Car,Tent,"Outdoor Gear, Clothes"
Adventure,Rainy,16,Male,Skiing,Car,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,5,Other,Skiing,Train,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,6,Male,Swimming,Train,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Cold,2,Female,Skiing,Flight,Tent,"Outdoor Gear, Clothes"
Business,Rainy,5,Male,Skiing,Bus,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Hot,12,Other,Swimming,Flight,Airbnb,"Clothes, Toiletries"
Vacation,Cold,6,Other,Shopping,Flight,Hostel,"Outdoor Gear, Clothes"
Vacation,Hot,18,Male,Swimming,Bus,Hotel,"Clothes, Toiletries"
Vacation,Cold,9,Female,Meetings,Flight,Tent,"Documents, Outdoor Gear, Clothes"
Business,Cold,7,Male,Hiking,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,8,Female,Swimming,Train,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Rainy,11,Other,Shopping,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,5,Other,Sightseeing,Train,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,20,Other,Swimming,Train,Airbnb,"Clothes, Toiletries"
Business,Rainy,3,Other,Sightseeing,Car,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,3,Female,Swimming,Flight,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Cold,16,Other,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes"
Adventure,Rainy,14,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,8,Other,Swimming,Car,Airbnb,"Clothes, Toiletries"
Vacation,Rainy,5,Female,Swimming,Bus,Hostel,"Toiletries, Clothes, Gadgets"
Vacation,Hot,1,Female,Hiking,Flight,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,9,Other,Swimming,Car,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Hot,10,Female,Sightseeing,Car,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,5,Female,Meetings,Bus,Tent,"Documents, Clothes, Toiletries"
Business,Rainy,4,Female,Skiing,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,11,Female,Skiing,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,15,Male,Sightseeing,Train,Airbnb,"Clothes, Gadgets"
Business,Cold,10,Male,Sightseeing,Bus,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,17,Female,Shopping,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,19,Female,Meetings,Car,Hotel,"Documents, Clothes, Toiletries"
Adventure,Rainy,15,Female,Meetings,Flight,Hotel,"Documents, Clothes, Gadgets"
Business,Hot,19,Other,Meetings,Car,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,14,Other,Sightseeing,Flight,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,15,Female,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,9,Other,Hiking,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,13,Male,Meetings,Bus,Hotel,"Documents, Clothes, Gadgets"
Adventure,Hot,16,Other,Skiing,Train,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,21,Other,Sightseeing,Train,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,4,Other,Swimming,Flight,Hostel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,20,Other,Hiking,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Rainy,5,Female,Shopping,Train,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,2,Other,Sightseeing,Flight,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,15,Female,Meetings,Train,Hotel,"Documents, Outdoor Gear, Clothes"
Vacation,Rainy,10,Female,Meetings,Train,Hotel,"Documents, Clothes, Gadgets"
Vacation,Cold,19,Female,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,10,Male,Skiing,Flight,Hotel,"Outdoor Gear, Clothes"
Business,Hot,17,Other,Hiking,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,5,Female,Skiing,Car,Hotel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,5,Other,Skiing,Car,Hotel,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,7,Male,Hiking,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Rainy,11,Male,Shopping,Car,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,2,Female,Swimming,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,1,Female,Meetings,Train,Tent,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,21,Female,Sightseeing,Flight,Hotel,"Clothes, Toiletries"
Business,Rainy,12,Other,Sightseeing,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,2,Male,Swimming,Flight,Hostel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Cold,1,Male,Sightseeing,Car,Hotel,"Outdoor Gear, Clothes"
Adventure,Rainy,1,Other,Meetings,Flight,Hostel,"Documents, Clothes, Gadgets"
Adventure,Rainy,16,Male,Swimming,Bus,Hotel,"Toiletries, Clothes, Gadgets"
Vacation,Cold,1,Male,Meetings,Train,Tent,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,7,Male,Skiing,Train,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,3,Other,Sightseeing,Flight,Tent,"Clothes, Toiletries"
Adventure,Cold,13,Female,Swimming,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,5,Female,Swimming,Bus,Tent,"Clothes, Toiletries"
Adventure,Rainy,20,Male,Swimming,Car,Hostel,"Toiletries, Clothes, Gadgets"
Business,Rainy,14,Other,Hiking,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,18,Male,Shopping,Flight,Airbnb,"Clothes, Toiletries"
Vacation,Rainy,21,Other,Sightseeing,Flight,Hostel,"Clothes, Gadgets"
Adventure,Hot,15,Other,Swimming,Car,Hostel,"Clothes, Toiletries"
Business,Rainy,15,Male,Swimming,Flight,Hostel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Business,Hot,7,Male,Skiing,Bus,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,9,Other,Sightseeing,Train,Airbnb,"Clothes, Gadgets"
Adventure,Cold,7,Other,Meetings,Train,Hostel,"Documents, Outdoor Gear, Clothes"
Vacation,Rainy,8,Female,Swimming,Car,Hotel,"Toiletries, Clothes, Gadgets"
Business,Hot,2,Other,Sightseeing,Train,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,5,Female,Sightseeing,Flight,Tent,"Clothes, Toiletries"
Business,Hot,10,Male,Skiing,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,4,Male,Hiking,Train,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,21,Other,Skiing,Flight,Tent,"Outdoor Gear, Clothes"
Business,Hot,1,Other,Hiking,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,16,Female,Skiing,Flight,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,18,Other,Swimming,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,21,Female,Hiking,Train,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,11,Female,Swimming,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,6,Other,Sightseeing,Train,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,7,Other,Swimming,Train,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,18,Other,Meetings,Car,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,7,Other,Hiking,Car,Airbnb,"Outdoor Gear, Clothes"
Business,Cold,20,Male,Shopping,Car,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,6,Male,Swimming,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,8,Other,Sightseeing,Train,Airbnb,"Clothes, Toiletries"
Business,Rainy,18,Other,Meetings,Flight,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,15,Female,Hiking,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,14,Female,Meetings,Flight,Hostel,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,8,Male,Shopping,Car,Hotel,"Clothes, Toiletries"
Vacation,Cold,18,Other,Meetings,Bus,Hotel,"Documents, Outdoor Gear, Clothes"
Business,Cold,8,Male,Shopping,Car,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,5,Other,Sightseeing,Bus,Hostel,"Clothes, Gadgets"
Business,Rainy,10,Other,Hiking,Train,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Cold,2,Male,Sightseeing,Bus,Hostel,"Outdoor Gear, Clothes"
Vacation,Hot,3,Male,Shopping,Bus,Hotel,"Clothes, Toiletries"
